transaction_id,client_id,conversion_timestamp,revenue,first_click_source,first_click_medium,first_click_campaign,first_click_channel,last_click_source,last_click_medium,last_click_campaign,last_click_channel,touchpoint_count,days_to_convert,conversion_date
ORD-20250225-118,1740509552-1fvZUL45Eik0,2025-02-25 18:59:07.840000+00:00,1249.0,google,cpc,E495FD,Paid Search,google,cpc,E495FD,Paid Search,1,0,2025-02-25
ORD-20250227-184,1740526885-5A-RthRwICoW,2025-02-27 13:55:40.682000+00:00,1449.0,google,cpc,950B26,Paid Search,738AA8,AE24AC,32C61E,Other,2,1,2025-02-27
ORD-20250226-147,1740533061-59GXKhAICVW9,2025-02-26 01:59:27.701000+00:00,245.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-02-26
ORD-20250226-222,1740538658-TkG9ALpxVv-y,2025-02-26 03:19:19.222000+00:00,1249.0,google,cpc,E495FD,Paid Search,google,cpc,E495FD,Paid Search,1,0,2025-02-26
ORD-20250226-159,1740541409-iPJ33obXCzai,2025-02-26 03:52:09.073000+00:00,1549.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-02-26
ORD-20250226-400,1740571107-hSVYOtd7C69Y,2025-02-26 19:51:13.069000+00:00,3199.0,direct,none,,Direct,direct,none,,Direct,4,0,2025-02-26
ORD-20250306-868,1740582276-owXxPAgE001P,2025-03-06 17:10:32.257000+00:00,76.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-06
ORD-20250226-286,1740585094-kQ9i2xMh92Qi,2025-02-26 15:55:38.992000+00:00,1399.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-26
ORD-20250226-359,1740588030-XKPe3jhWm679,2025-02-26 16:45:41.854000+00:00,349.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-26
ORD-20250226-200,1740593382-b40TBIOREjAO,2025-02-26 18:27:28.555000+00:00,949.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-26
ORD-20250226-164,1740600774-qJ4-XeHIynU8,2025-02-26 20:23:48.569000+00:00,1728.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-02-26
ORD-20250228-652,1740601365-F_PJluoyOSds,2025-02-28 21:08:10.784000+00:00,499.0,175C1C,7B4C8A,534988,Other,1FF2BD,AE24AC,0C90FC,Other,3,2,2025-02-28
ORD-20250303-169,1740601498-77wv6FdS7D3S,2025-03-03 16:05:07.463000+00:00,0.0,direct,none,,Direct,direct,none,,Direct,2,4,2025-03-03
ORD-20250304-181,1740602827-aKQxN3dv47qU,2025-03-04 16:27:19.706000+00:00,422.0,AF630F,7B4C8A,,Other,direct,none,,Direct,4,5,2025-03-04
ORD-20250227-152,1740610642-nfEg9g1cSmKD,2025-02-27 15:33:17.951000+00:00,1249.0,google,cpc,122B43,Paid Search,F3634E,18B43C,FB365A,Other,2,0,2025-02-27
ORD-20250227-335,1740615747-WHeh_tCsQtDd,2025-02-27 00:27:32.504000+00:00,1324.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-27
ORD-20250227-891,1740617894-H_J5RCtMPqDw,2025-02-27 01:03:37.204000+00:00,179.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-27
ORD-20250227-262,1740619595-qrlDhFMbVgcI,2025-02-27 01:36:32.342000+00:00,1549.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-27
ORD-20250227-121,1740621998-pQoM0ILasRcP,2025-02-27 02:12:49.926000+00:00,245.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-02-27
ORD-20250227-192,1740630977-cENzfYjmF5Mp,2025-02-27 04:43:59.628000+00:00,441.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-27
ORD-20250227-267,1740638258-21Yc1gq7Q5Vu,2025-02-27 06:55:47.817000+00:00,262.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-02-27
ORD-20250301-260,1740667284-F32gz9hh9Rnx,2025-03-01 15:20:25.029000+00:00,228.0,direct,none,,Direct,18F8FA,9A780E,DC89C5,Other,2,1,2025-03-01
ORD-20250227-314,1740668179-BpHiz-xV96as,2025-02-27 15:00:58.313000+00:00,0.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-27
ORD-20250227-704,1740670549-mLuoeHG85XGb,2025-02-27 15:40:05.717000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-27
ORD-20250227-309,1740670999-K1_JtnL7_7vD,2025-02-27 15:53:09.482000+00:00,1577.0,BABF38,7B4C8A,8A1995,Other,BABF38,7B4C8A,8A1995,Other,1,0,2025-02-27
ORD-20250227-913,1740675612-syJ274dlAty2,2025-02-27 17:08:19.424000+00:00,228.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,1,0,2025-02-27
ORD-20250301-476,1740690573-skRPmgwUwCwt,2025-03-01 13:01:03.911000+00:00,2449.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-01
ORD-20250305-115,1740697388-qvhB0saUKLRV,2025-03-05 23:49:28.612000+00:00,799.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-05
ORD-20250228-067,1740698008-_7WEw9tKqSlN,2025-02-28 00:01:50.151000+00:00,245.0,google,organic,,Organic Search,direct,none,,Direct,2,0,2025-02-28
ORD-20250304-399,1740702109-D3IjcJAWXSjK,2025-03-04 23:45:07.717000+00:00,1449.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250228-125,1740706745-i5FCnSeupIMN,2025-02-28 01:48:27.348000+00:00,128.0,3F8844,9A780E,7B0203,Other,3F8844,9A780E,7B0203,Other,1,0,2025-02-28
ORD-20250302-161,1740708236-ykIKjXLTg3KT,2025-03-02 22:31:58.527000+00:00,799.0,direct,none,,Direct,direct,none,,Direct,2,2,2025-03-02
ORD-20250228-926,1740712304-4NR4XpCJLOX_,2025-02-28 03:18:02.720000+00:00,332.0,3F8844,9A780E,7B0203,Other,3F8844,9A780E,7B0203,Other,1,0,2025-02-28
ORD-20250228-253,1740713499-VJj6RspDKw9n,2025-02-28 03:40:42.731000+00:00,2695.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-28
ORD-20250305-351,1740716840-5kNegoAcF2eq,2025-03-05 22:14:39.236000+00:00,204.0,google,organic,,Organic Search,direct,none,,Direct,2,3,2025-03-05
ORD-20250228-155,1740745285-QDn8KpK2bk0K,2025-02-28 12:24:18.055000+00:00,537.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-02-28
ORD-20250302-282,1740747967-lkkoSxf4Zob1,2025-03-02 00:52:09.297000+00:00,1828.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,2,1,2025-03-02
ORD-20250228-319,1740748127-_-MVAL9cOASK,2025-02-28 13:18:27.200000+00:00,128.0,738AA8,AE24AC,32C61E,Other,738AA8,AE24AC,32C61E,Other,1,0,2025-02-28
ORD-20250228-205,1740748801-BYfnsSqF3vEC,2025-02-28 13:31:06.500000+00:00,2449.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-02-28
ORD-20250228-252,1740754381-rnBUSKHI9Gch,2025-02-28 15:10:35.825000+00:00,349.0,google,cpc,BCC4E9,Paid Search,google,cpc,BCC4E9,Paid Search,1,0,2025-02-28
ORD-20250301-176,1740755105-5iC4WPD8py5M,2025-03-01 15:43:14.036000+00:00,2598.0,google,cpc,google_ads,Paid Search,B5F311,7B4C8A,,Other,3,1,2025-03-01
ORD-20250228-316,1740759472-gvTG1KX2FKwX,2025-02-28 16:59:34.332000+00:00,799.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-02-28
ORD-20250228-259,1740759808-Ba9JxzYLgSNp,2025-02-28 16:28:33.886000+00:00,1449.0,google,cpc,BCC4E9,Paid Search,google,cpc,BCC4E9,Paid Search,1,0,2025-02-28
ORD-20250301-279,1740769706-3zA2qgRqETXe,2025-03-01 01:26:03.925000+00:00,349.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-01
ORD-20250301-341,1740771475-n5FcQ-plWowJ,2025-03-01 02:00:22.754000+00:00,1956.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-01
ORD-20250301-742,1740774713-GA3CAYMwty2k,2025-03-01 15:32:19.926000+00:00,3618.0,039995,9A780E,7DDDFD,Other,039995,9A780E,7DDDFD,Other,1,0,2025-03-01
ORD-20250228-261,1740775337-VbaIKeXLSFlT,2025-02-28 21:07:52.279000+00:00,1758.0,784F03,7B4C8A,,Other,784F03,7B4C8A,,Other,1,0,2025-02-28
ORD-20250307-230,1740775651-tVFVjk63xPB2,2025-03-07 18:07:30.823000+00:00,3498.0,738AA8,AE24AC,32C61E,Other,738AA8,AE24AC,32C61E,Other,2,6,2025-03-07
ORD-20250228-144,1740779214-TerJ1t75-LmH,2025-02-28 22:00:22.087000+00:00,1798.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-02-28
ORD-20250228-182,1740782390-pXosgji_No6J,2025-02-28 22:47:09.632000+00:00,649.0,google,cpc,D40447,Paid Search,google,cpc,D40447,Paid Search,1,0,2025-02-28
ORD-20250301-289,1740791190-Ao77naCCTRrE,2025-03-01 02:13:10.613000+00:00,799.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-01
ORD-20250301-233,1740796696-0_aTFzHCtICo,2025-03-01 03:00:47.859000+00:00,1249.0,google,organic,,Organic Search,google,organic,,Organic Search,1,0,2025-03-01
ORD-20250301-158,1740797092-DNdkS2c78b2l,2025-03-01 03:26:25.594000+00:00,799.0,google,cpc,400396,Paid Search,google,cpc,400396,Paid Search,1,0,2025-03-01
ORD-20250308-125,1740797092-DNdkS2c78b2l,2025-03-08 17:57:23.610000+00:00,128.0,3F8844,9A780E,E9B68A,Other,E2AC2B,18B43C,F90304,Other,3,2,2025-03-08
ORD-20250301-510,1740797839-x5V7aMkz_UqO,2025-03-01 02:59:44.067000+00:00,649.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-01
ORD-20250308-149,1740801512-jAnw7ma-E21F,2025-03-08 03:58:02.192000+00:00,1599.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-08
ORD-20250301-350,1740803155-daNFsOIYXY1c,2025-03-01 04:40:28.595000+00:00,799.0,google,cpc,D9FB41,Paid Search,google,cpc,D9FB41,Paid Search,1,0,2025-03-01
ORD-20250301-180,1740804330-s6eb6pejZKvW,2025-03-01 04:55:16.400000+00:00,799.0,google,cpc,92B61F,Paid Search,google,cpc,92B61F,Paid Search,1,0,2025-03-01
ORD-20250301-199,1740804949-19zg4HxHs8nJ,2025-03-01 05:07:55.099000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-01
ORD-20250301-394,1740810559-Q0alwUWa0jP4,2025-03-01 06:36:12.120000+00:00,1399.0,google,organic,,Organic Search,google,organic,,Organic Search,1,0,2025-03-01
ORD-20250304-326,1740817250-9tRt33rj2hLw,2025-03-04 03:18:37.344000+00:00,128.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250301-355,1740841019-Yww4CLkr1eCr,2025-03-01 15:05:43.742000+00:00,1148.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,1,0,2025-03-01
ORD-20250301-789,1740841026-CiFeqwtPSQTx,2025-03-01 15:12:01.445000+00:00,2599.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-01
ORD-20250301-282,1740842643-CXc34OXFReMg,2025-03-01 15:30:42.336000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-01
ORD-20250301-292,1740846664-0S7NXvvMULZD,2025-03-01 16:43:25.797000+00:00,1099.0,google,organic,,Organic Search,google,organic,,Organic Search,1,0,2025-03-01
ORD-20250301-293,1740849061-SeRQQbvJWtMv,2025-03-01 17:13:47.813000+00:00,349.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-01
ORD-20250301-725,1740849441-me24-pRj7pwU,2025-03-01 18:23:06.982000+00:00,1449.0,BABF38,7B4C8A,7A05B8,Other,BABF38,7B4C8A,7A05B8,Other,2,0,2025-03-01
ORD-20250308-252,1740866022-ASLBAmfQjb0l,2025-03-08 18:20:33.853000+00:00,128.0,B49B20,9A780E,BFE74A,Other,3F8844,9A780E,7B0203,Other,3,6,2025-03-08
ORD-20250303-342,1740868620-nf27s-eC89nX,2025-03-03 20:30:33.046000+00:00,262.0,D25A02,7B4C8A,,Other,google,cpc,google_ads,Paid Search,7,1,2025-03-03
ORD-20250302-522,1740868875-rRI65Co-SnHM,2025-03-02 03:49:03.855000+00:00,1399.0,738AA8,AE24AC,32C61E,Other,bing,organic,,Organic Search,2,0,2025-03-02
ORD-20250305-142,1740869369-oFRfkFb-PgHf,2025-03-05 17:39:40.946000+00:00,4910.0,direct,none,,Direct,direct,none,,Direct,3,3,2025-03-05
ORD-20250301-178,1740872929-9Yd3GYLM_LSs,2025-03-01 23:55:12.290000+00:00,1399.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-01
ORD-20250302-730,1740875297-1vOZyLWXeVat,2025-03-02 00:42:26.863000+00:00,1449.0,google,cpc,943337,Paid Search,google,cpc,943337,Paid Search,1,0,2025-03-02
ORD-20250302-486,1740882140-jCXPgRUmIHR5,2025-03-02 02:51:27.965000+00:00,1449.0,google,cpc,345444,Paid Search,google,cpc,345444,Paid Search,1,0,2025-03-02
ORD-20250302-182,1740882309-xKVuZeG5uy6c,2025-03-02 02:37:01.725000+00:00,204.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-02
ORD-20250302-517,1740882838-MO9uBNwKw_HK,2025-03-02 02:51:57.062000+00:00,649.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-02
ORD-20250302-240,1740918610-N3ZpUfN2SBal,2025-03-02 23:10:51.947000+00:00,1249.0,google,cpc,B8E3CA,Paid Search,google,cpc,B8E3CA,Paid Search,1,0,2025-03-02
ORD-20250304-364,1740921106-RPxSPp-y6NIP,2025-03-04 17:27:21.931000+00:00,918.0,direct,none,,Direct,direct,none,,Direct,3,2,2025-03-04
ORD-20250302-194,1740924448-bZJfo_EZYmFM,2025-03-02 14:20:01.688000+00:00,1449.0,BABF38,7B4C8A,9EB138,Other,BABF38,7B4C8A,9EB138,Other,1,0,2025-03-02
ORD-20250302-213,1740925007-pQhHifN-MnGu,2025-03-02 14:34:48.214000+00:00,1249.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-02
ORD-20250302-389,1740928323-FPI0_fcHcyma,2025-03-02 15:47:09.383000+00:00,1149.0,google,organic,,Organic Search,google,organic,,Organic Search,1,0,2025-03-02
ORD-20250302-251,1740929298-MfI_92p5qzUw,2025-03-02 15:32:22.419000+00:00,999.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-02
ORD-20250302-326,1740934344-KuRis4hTYMsg,2025-03-02 17:29:36.474000+00:00,1149.0,google,organic,,Organic Search,direct,none,,Direct,2,0,2025-03-02
ORD-20250302-842,1740935518-twihe9vRzCjQ,2025-03-02 17:16:15.323000+00:00,2599.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,1,0,2025-03-02
ORD-20250302-358,1740937604-GKovm3Kpolcy,2025-03-02 19:32:09.264000+00:00,1249.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-02
ORD-20250303-195,1740937758-fQVwhPc0-Igx,2025-03-03 02:29:10.587000+00:00,1449.0,BABF38,7B4C8A,7A05B8,Other,google,cpc,CF9453,Paid Search,2,0,2025-03-03
ORD-20250302-506,1740942809-rafoCIO0tpZt,2025-03-02 20:03:23.445000+00:00,1399.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-02
ORD-20250302-211,1740944225-vxqRXkZlEgvC,2025-03-02 20:15:00.012000+00:00,1249.0,4DD6A7,7B4C8A,487D33,Other,4DD6A7,7B4C8A,487D33,Other,1,0,2025-03-02
ORD-20250302-363,1740945585-rX0cbU2A9KSw,2025-03-02 20:41:24.245000+00:00,1727.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-02
ORD-20250302-531,1740947035-fPtxAFIRLsWy,2025-03-02 20:27:09.304000+00:00,2298.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-02
ORD-20250302-910,1740947676-ga7nvhhEAswG,2025-03-02 20:37:32.027000+00:00,102.0,google,organic,,Organic Search,google,organic,,Organic Search,1,0,2025-03-02
ORD-20250302-479,1740950883-QCjvpH5lLjIU,2025-03-02 21:37:56.813000+00:00,2449.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,1,0,2025-03-02
ORD-20250302-349,1740958672-z6YayaVcrSKv,2025-03-02 23:47:03.932000+00:00,128.0,3F8844,9A780E,E9B68A,Other,3F8844,9A780E,E9B68A,Other,1,0,2025-03-02
ORD-20250303-491,1740960695-9YSJOqYpuNBg,2025-03-03 01:03:24.054000+00:00,799.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-03
ORD-20250304-990,1740968189-jtk0rnzzKGzn,2025-03-04 22:52:16.609000+00:00,179.0,direct,none,,Direct,direct,none,,Direct,2,1,2025-03-04
ORD-20250303-280,1740968268--BbqYI1-XB-1,2025-03-03 03:00:16.600000+00:00,999.0,google,cpc,BCC4E9,Paid Search,affiliate,referral,,Affiliate,2,0,2025-03-03
ORD-20250303-422,1740968483-tXd3WuqvPRUc,2025-03-03 11:35:57.642000+00:00,262.0,AF630F,7B4C8A,,Other,google,cpc,google_ads,Paid Search,2,0,2025-03-03
ORD-20250303-327,1740969251-ASd5nVTToRE5,2025-03-03 03:16:21.362000+00:00,649.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-03
ORD-20250303-390,1740975218-VcVVYf2MdAG0,2025-03-03 04:17:06.583000+00:00,0.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-03
ORD-20250303-436,1740977742-UEVdNBP3H0Kc,2025-03-03 04:59:25.309000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-03
ORD-20250303-375,1741002185-WaQnnF0DAdu8,2025-03-03 11:48:22.308000+00:00,179.0,direct,none,,Direct,direct,none,,Direct,0,0,2025-03-03
ORD-20250303-483,1741007326-WnrlWM9-GVmn,2025-03-03 13:31:00.251000+00:00,262.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-03-03
ORD-20250303-360,1741011764-k3h5YzigIrpz,2025-03-03 22:34:03.978000+00:00,3348.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-03
ORD-20250303-338,1741015606-qTHcgvPNC4fu,2025-03-03 16:55:26.880000+00:00,1449.0,738AA8,AE24AC,252453,Other,direct,none,,Direct,2,0,2025-03-03
ORD-20250303-104,1741021323-DdzrVOAJ-YCD,2025-03-03 17:46:02.994000+00:00,2599.0,738AA8,AE24AC,32C61E,Other,738AA8,AE24AC,32C61E,Other,1,0,2025-03-03
ORD-20250303-797,1741021395-CFVOBs-1Q7Q3,2025-03-03 17:23:57.966000+00:00,349.0,affiliate,referral,,Affiliate,affiliate,referral,,Affiliate,1,0,2025-03-03
ORD-20250303-149,1741023625-NiG7nk5P6sR_,2025-03-03 17:45:57.924000+00:00,2076.0,738AA8,AE24AC,32C61E,Other,738AA8,AE24AC,32C61E,Other,1,0,2025-03-03
ORD-20250303-151,1741026970-0uhbiYvphbc9,2025-03-03 19:00:21.648000+00:00,1249.0,BABF38,7B4C8A,72219C,Other,BABF38,7B4C8A,72219C,Other,1,0,2025-03-03
ORD-20250305-647,1741027693-ESt426Z1STgk,2025-03-05 19:33:55.403000+00:00,202.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-05
ORD-20250303-171,1741028036-4pDGPo-tgOOl,2025-03-03 23:02:21.905000+00:00,261.8,5DB016,9A780E,661087,Other,direct,none,,Direct,2,0,2025-03-03
ORD-20250303-117,1741036142-T6Rgx0sI405n,2025-03-03 21:12:34.614000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-03
ORD-20250304-465,1741039860-g1G5gJM2lnLd,2025-03-04 03:36:38.664000+00:00,262.0,AF630F,7B4C8A,,Other,0CD4C0,7B4C8A,,Other,2,0,2025-03-04
ORD-20250304-352,1741048270-ftQrOu0ixtUu,2025-03-04 01:17:29.087000+00:00,245.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250304-383,1741052190-FG3JWmbHQ2Wf,2025-03-04 03:27:51.672000+00:00,808.0,006D04,7B4C8A,,Other,direct,none,,Direct,3,0,2025-03-04
ORD-20250304-213,1741053455-_cbIX7zsS0ah,2025-03-04 02:08:16.872000+00:00,245.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-03-04
ORD-20250304-372,1741061583-1xJY-QaHEHbk,2025-03-04 04:24:07.745000+00:00,999.0,google,cpc,716104,Paid Search,google,cpc,716104,Paid Search,1,0,2025-03-04
ORD-20250304-130,1741066792-Bn_qfFAN35KC,2025-03-04 18:39:51.296000+00:00,1049.0,175C1C,7B4C8A,588793,Other,175C1C,7B4C8A,588793,Other,2,0,2025-03-04
ORD-20250304-605,1741089096-oYY-NoWDUo5k,2025-03-04 11:55:44.673000+00:00,0.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250305-172,1741093942-1TGUKFxFShvW,2025-03-05 04:10:34.853000+00:00,1449.0,google,cpc,6B8650,Paid Search,direct,none,,Direct,2,0,2025-03-05
ORD-20250304-138,1741095311-qcE4o8mpkeyg,2025-03-04 13:51:47.888000+00:00,65.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250305-130,1741098656-VLN0zX3eoYUF,2025-03-05 02:18:30.876000+00:00,874.0,google,cpc,google_ads,Paid Search,direct,none,,Direct,4,0,2025-03-05
ORD-20250304-382,1741100448-jZtoX5zjpJ4k,2025-03-04 15:07:48.856000+00:00,1349.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250304-851,1741110732-V-6qnYah0LWf,2025-03-04 17:54:26.173000+00:00,1528.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250304-267,1741116115-OtP4h3ixNdPg,2025-03-04 19:39:03.504000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250304-387,1741120370-LuC9HR53iysG,2025-03-04 22:41:28.753000+00:00,130.0,direct,none,,Direct,direct,none,,Direct,2,0,2025-03-04
ORD-20250304-973,1741123944-uKQCA6-W8V9j,2025-03-04 21:35:55.792000+00:00,128.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-04
ORD-20250305-352,1741139343-TpdzsNTfdkgE,2025-03-05 02:16:22.442000+00:00,3348.0,738AA8,AE24AC,3B2FAF,Other,738AA8,AE24AC,3B2FAF,Other,1,0,2025-03-05
ORD-20250305-129,1741141222-ofGa31U-mjqX,2025-03-05 02:21:57.616000+00:00,2618.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-05
ORD-20250305-147,1741152868-HqKllnKCd7M7,2025-03-05 05:43:33.275000+00:00,1349.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-05
ORD-20250305-268,1741181676-YWfBbl50F3bT,2025-03-05 13:57:32.221000+00:00,262.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-03-05
ORD-20250305-313,1741183127-k28N_HAOC7tf,2025-03-05 14:11:48.273000+00:00,228.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-03-05
ORD-20250308-371,1741184510-TPWYDMdeSjxm,2025-03-08 11:34:03.289000+00:00,1099.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-08
ORD-20250305-237,1741185478-HelJCsywi7PW,2025-03-05 14:40:28.647000+00:00,245.0,AF630F,7B4C8A,,Other,AF630F,7B4C8A,,Other,1,0,2025-03-05
ORD-20250305-435,1741186814-OMjdBQs4EHsx,2025-03-05 15:04:26.292000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-05
ORD-20250305-951,1741187503-DP7D2DIdHpK3,2025-03-05 15:46:16.659000+00:00,262.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-05
ORD-20250306-163,1741194148-XQxu9ZtU5lDA,2025-03-06 00:47:17.517000+00:00,2299.0,direct,none,,Direct,direct,none,,Direct,1,0,2025-03-06
ORD-20250305-208,1741197755-usppw7h40ArJ,2025-03-05 22:55:44.698000+00:00,128.0,D61405,7B4C8A,,Other,direct,none,,Direct,2,0,2025-03-05
ORD-20250305-165,1741203820-TXa9VJ0OBvqk,2025-03-05 19:53:00.336000+00:00,899.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,1,0,2025-03-05
ORD-20250305-336,1741204237-HW1IJ7mYazh8,2025-03-05 20:05:41.470000+00:00,799.0,google,cpc,google_ads,Paid Search,google,cpc,google_ads,Paid Search,1,0,2025-03-05
